Name,Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
A112,Male,22,158,102,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2777,Loose Weight,65,40.86,2110.86,Adult Male,37.8906,Obese,2902,3230,LOW CARB DIET (25:35:40)
A113,Male,22,164,50,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1613,Maintain Weight,63,18.59,1425.88,Adult Male,11.1681,Normal,2210,2182,BALANCE DIET (55:25:20)
A114,Male,22,164,54,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2146,Gain Muscle,76,20.08,1480.88,Adult Male,12.9528,Normal,2555,2266,ZONE DIET (40:30:30)
A115,Male,22,164,58,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2585,Loose Weight,81,21.56,1535.88,Adult Male,14.7375,Normal,1843,2350,LOW CARB DIET (25:35:40)
A116,Male,22,164,62,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2970,Maintain Weight,80,23.05,1590.88,Adult Male,16.5221,Normal,2187,2434,BALANCE DIET (55:25:20)
A117,Male,22,164,66,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),3163,Gain Muscle,67,24.54,1645.88,Adult Male,18.3068,Normal,2551,2518,ZONE DIET (40:30:30)
A118,Male,22,164,70,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3286,Loose Weight,63,26.03,1700.88,Adult Male,20.0914,Overweight,2934,2602,LOW CARB DIET (25:35:40)
A119,Male,22,164,74,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3116,Maintain Weight,60,27.51,1755.88,Adult Male,21.8761,Overweight,2107,2686,BALANCE DIET (55:25:20)
A120,Male,22,164,78,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),3131,Gain Muscle,66,29.00,1810.88,Adult Male,23.6607,Overweight,2490,2771,ZONE DIET (40:30:30)
A121,Male,22,164,82,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2834,Loose Weight,81,30.49,1865.88,Adult Male,25.4454,Obese,2892,2855,KETOGENIC DIET (5:35:60)
A122,Male,22,164,86,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3413,Maintain Weight,70,31.98,1920.88,Adult Male,27.2300,Obese,3314,2939,BALANCE DIET (55:25:20)
A123,Male,22,164,90,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3204,Gain Muscle,78,33.46,1975.88,Adult Male,29.0147,Obese,3408,3023,ZONE DIET (40:30:30)
A124,Male,22,164,94,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2859,Loose Weight,75,34.95,2030.88,Adult Male,30.7993,Obese,2437,3107,LOW CARB DIET (25:35:40)
A125,Male,22,164,98,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),3383,Maintain Weight,62,36.44,2085.88,Adult Male,32.5840,Obese,2868,3191,BALANCE DIET (55:25:20)
A126,Male,22,164,102,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2887,Gain Muscle,95,37.92,2140.88,Adult Male,34.3686,Obese,3318,3276,HIGH CARB DIET(60:20:20)
A127,Male,22,170,50,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2737,Loose Weight,64,17.30,1455.90,Adult Male,9.6212,Underweight,2511,2228,BALANCE DIET (55:25:20)
A128,Male,22,170,54,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2913,Maintain Weight,82,18.69,1510.90,Adult Male,11.2821,Normal,1813,2312,BALANCE DIET (55:25:20)
A129,Male,22,170,58,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2372,Gain Muscle,65,20.07,1565.90,Adult Male,12.9430,Normal,2153,2396,ZONE DIET (40:30:30)
A130,Male,22,170,62,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),3065,Loose Weight,69,21.45,1620.90,Adult Male,14.6039,Normal,2512,2480,LOW CARB DIET (25:35:40)
A131,Male,22,170,66,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2862,Maintain Weight,61,22.84,1675.90,Adult Male,16.2648,Normal,2891,2564,BALANCE DIET (55:25:20)
A132,Male,22,170,70,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2489,Gain Muscle,95,24.22,1730.90,Adult Male,17.9257,Normal,2077,2648,HIGH CARB DIET(60:20:20)
A133,Male,22,170,74,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1940,Loose Weight,69,25.61,1785.90,Adult Male,19.5866,Overweight,2456,2732,LOW CARB DIET (25:35:40)
A134,Male,22,170,78,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),3310,Maintain Weight,88,26.99,1840.90,Adult Male,21.2475,Overweight,2853,2817,ZONE DIET (40:30:30)
A135,Male,22,170,82,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3696,Gain Muscle,77,28.37,1895.90,Adult Male,22.9084,Overweight,3270,2901,ZONE DIET (40:30:30)
A136,Male,22,170,86,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3462,Loose Weight,74,29.76,1950.90,Adult Male,24.5693,Overweight,2341,2985,LOW CARB DIET (25:35:40)
A137,Male,22,170,90,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2701,Maintain Weight,64,31.14,2005.90,Adult Male,26.2302,Obese,2758,3069,BALANCE DIET (55:25:20)
A138,Male,22,170,94,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),3322,Gain Muscle,67,32.53,2060.90,Adult Male,27.8911,Obese,3194,3153,ZONE DIET (40:30:30)
A139,Male,22,170,98,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3686,Loose Weight,66,33.91,2115.90,Adult Male,29.5520,Obese,3650,3237,LOW CARB DIET (25:35:40)
A140,Male,22,170,102,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3786,Maintain Weight,60,35.29,2170.90,Adult Male,31.2129,Obese,2605,3321,LOW CARB DIET (25:35:40)
A141,Male,22,176,50,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2728,Gain Muscle,83,16.14,1485.92,Adult Male,8.2298,Underweight,2043,2273,HIGH CARB DIET(60:20:20)
A142,Male,22,176,54,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2102,Loose Weight,94,17.43,1540.92,Adult Male,9.7794,Underweight,2388,2358,BALANCE DIET (55:25:20)
A143,Male,22,176,58,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2010,Maintain Weight,65,18.72,1595.92,Adult Male,11.3290,Normal,2753,2442,BALANCE DIET (55:25:20)
A144,Male,22,176,62,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2248,Gain Muscle,62,20.02,1650.92,Adult Male,12.8786,Normal,1981,2526,ZONE DIET (40:30:30)
A145,Male,22,176,66,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2453,Loose Weight,62,21.31,1705.92,Adult Male,14.4282,Normal,2346,2610,LOW CARB DIET (25:35:40)
A146,Male,22,176,70,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1965,Maintain Weight,88,22.60,1760.92,Adult Male,15.9778,Normal,2729,2694,BALANCE DIET (55:25:20)
A147,Male,22,176,74,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2412,Gain Muscle,78,23.89,1815.92,Adult Male,17.5274,Normal,3132,2778,ZONE DIET (40:30:30)
A148,Male,22,176,78,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3063,Loose Weight,72,25.18,1870.92,Adult Male,19.0769,Overweight,2245,2863,LOW CARB DIET (25:35:40)
A149,Male,22,176,82,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2122,Maintain Weight,88,26.47,1925.92,Adult Male,20.6265,Overweight,2648,2947,ZONE DIET (40:30:30)
A150,Male,22,176,86,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2855,Gain Muscle,89,27.76,1980.92,Adult Male,22.1761,Overweight,3070,3031,ZONE DIET (40:30:30)
A151,Male,22,176,90,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3863,Loose Weight,82,29.05,2035.92,Adult Male,23.7257,Overweight,3512,3115,KETOGENIC DIET (5:35:60)
A152,Male,22,176,94,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3743,Maintain Weight,65,30.35,2090.92,Adult Male,25.2753,Obese,2509,3199,LOW CARB DIET (25:35:40)
A153,Male,22,176,98,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),3677,Gain Muscle,77,31.64,2145.92,Adult Male,26.8249,Obese,2951,3283,ZONE DIET (40:30:30)
A154,Male,22,176,102,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2490,Loose Weight,68,32.93,2200.92,Adult Male,28.3745,Obese,3411,3367,LOW CARB DIET (25:35:40)
A155,Male,22,182,50,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2040,Maintain Weight,85,15.09,1515.94,Adult Male,6.9738,Underweight,2615,2319,BALANCE DIET (55:25:20)
A156,Male,22,182,54,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2788,Gain Muscle,90,16.30,1570.94,Adult Male,8.4229,Underweight,1885,2404,HIGH CARB DIET(60:20:20)
A157,Male,22,182,58,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2115,Loose Weight,81,17.51,1625.94,Adult Male,9.8720,Underweight,2236,2488,BALANCE DIET (55:25:20)
A158,Male,22,182,62,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2970,Maintain Weight,73,18.72,1680.94,Adult Male,11.3211,Normal,2605,2572,BALANCE DIET (55:25:20)
A159,Male,22,182,66,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2126,Gain Muscle,93,19.93,1735.94,Adult Male,12.7702,Normal,2994,2656,HIGH CARB DIET(60:20:20)
A160,Male,22,182,70,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2384,Loose Weight,87,21.13,1790.94,Adult Male,14.2193,Normal,2149,2740,LOW CARB DIET (25:35:40)
A161,Male,22,182,74,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),3304,Maintain Weight,80,22.34,1845.94,Adult Male,15.6684,Normal,2538,2824,BALANCE DIET (55:25:20)
A162,Male,22,182,78,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2092,Gain Muscle,92,23.55,1900.94,Adult Male,17.1175,Normal,2946,2908,HIGH CARB DIET(60:20:20)
A163,Male,22,182,82,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3475,Loose Weight,77,24.76,1955.94,Adult Male,18.5666,Normal,3374,2993,LOW CARB DIET (25:35:40)
A164,Male,22,182,86,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),3107,Maintain Weight,69,25.96,2010.94,Adult Male,20.0157,Overweight,2413,3077,BALANCE DIET (55:25:20)
A165,Male,22,182,90,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),3856,Gain Muscle,85,27.17,2065.94,Adult Male,21.4648,Overweight,2841,3161,ZONE DIET (40:30:30)
A166,Male,22,182,94,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2564,Loose Weight,74,28.38,2120.94,Adult Male,22.9139,Overweight,3287,3245,LOW CARB DIET (25:35:40)
A167,Male,22,182,98,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),4204,Maintain Weight,63,29.59,2175.94,Adult Male,24.3630,Overweight,3753,3329,BALANCE DIET (55:25:20)
A168,Male,22,182,102,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),3040,Gain Muscle,65,30.79,2230.94,Adult Male,25.8121,Obese,3848,3413,HIGH CARB DIET(60:20:20)
A169,Male,25,152,50,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1873,Loose Weight,71,21.64,1345.58,Adult Male,15.5195,Normal,1615,2059,LOW CARB DIET (25:35:40)
A170,Male,25,152,54,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),1864,Maintain Weight,76,23.37,1400.58,Adult Male,17.5971,Normal,1926,2143,BALANCE DIET (55:25:20)
A171,Male,25,152,58,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),1985,Gain Muscle,73,25.10,1455.58,Adult Male,19.6747,Overweight,2256,2227,BALANCE DIET (55:25:20)
A172,Male,25,152,62,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2449,Loose Weight,80,26.84,1510.58,Adult Male,21.7522,Overweight,2606,2311,KETOGENIC DIET (5:35:60)
A173,Male,25,152,66,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),1725,Maintain Weight,67,28.57,1565.58,Adult Male,23.8298,Overweight,1879,2395,BALANCE DIET (55:25:20)
A174,Male,25,152,70,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),2703,Gain Muscle,83,30.30,1620.58,Adult Male,25.9073,Obese,2228,2479,ZONE DIET (40:30:30)
A175,Male,25,152,74,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2052,Loose Weight,89,32.03,1675.58,Adult Male,27.9849,Obese,2597,2564,KETOGENIC DIET (5:35:60)
A176,Male,25,152,78,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),4. Very active (hard exercise/sports 6-7 days a week),2955,Maintain Weight,83,33.76,1730.58,Adult Male,30.0625,Obese,2985,2648,BALANCE DIET (55:25:20)
A177,Male,25,152,82,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),1. Sedentary (little or no exercise),2869,Gain Muscle,85,35.49,1785.58,Adult Male,32.1400,Obese,2143,2732,ZONE DIET (40:30:30)
A178,Male,25,152,86,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),2. Lightly active (light exercise/sports 1-3 days/ week),3605,Loose Weight,93,37.22,1840.58,Adult Male,34.2176,Obese,2531,2816,KETOGENIC DIET (5:35:60)
A179,Male,25,152,90,1. Sedentary or light activity (e.g. - Office worker getting little or no exercise),3. Moderately active (moderate exercise/sports 3-5days/week),2791,Maintain Weight,93,38.95,1895.58,Adult Male,36.2952,Obese,2938,2900,BALANCE DIET (55:25:20)
